Time,Acc_x,Acc_y,Acc_z
10.118566989898682,3.0550013183593747,1.0989385620117187,7.173028173828125
10.231096982955933,11.769895361328125,-8.930372192382812,-5.872976672363281
10.343453884124756,6.253654736328125,5.288791467285156,3.7038299682617186
10.456239938735962,0.51714755859375,-5.2433016357421875,6.737283471679687
10.569029092788696,0.02633621826171875,1.4053963745117186,5.992686755371094
10.681849956512451,-2.068590234375,-0.0430956298828125,6.303932971191406
10.794609069824219,1.7118541870117185,2.540247961425781,6.663063220214843
10.90737509727478,2.750937707519531,0.7158662963867187,5.585672473144531
11.02024507522583,-4.429273071289062,0.8283937744140625,9.866505041503906
11.132989883422852,-3.294421484375,1.7669208251953124,9.816226806640625
11.245770931243896,3.2034418212890623,0.1005564697265625,9.270348828125
11.358522891998291,-0.15562310791015624,0.4429273071289062,3.2513258544921873
11.471060037612915,6.9144543945312495,0.430956298828125,13.567940808105467
11.583389043807983,-3.1962592163085937,-1.93451494140625,12.51928048095703
11.695772886276245,0.7206546997070312,0.7422025146484375,14.865598107910156
11.808130025863647,1.5011644409179687,0.8882488159179687,6.60799658203125
11.920484066009521,1.465251416015625,1.9752163696289062,4.841075756835937
12.033164024353027,1.1707646118164061,6.021417175292968,14.865598107910156
12.145529985427856,-2.3
