time,Gyro_x,Gyro_y,Gyro_z
0.00833582878112793,-7.2748091603053435,3.885496183206107,14.610687022900763
0.11611580848693848,-2.6030534351145036,1.2061068702290076,0.48091603053435117
0.22375082969665527,-1.9312977099236641,-1.2900763358778626,0.6106870229007634
0.33164000511169434,-1.5190839694656488,-0.7557251908396947,0.7404580152671756
0.43947792053222656,-1.6259541984732824,-0.3969465648854962,0.4732824427480916
0.5521469116210938,-1.3282442748091603,-2.2519083969465647,0.5343511450381679
0.6599628925323486,-1.0534351145038168,-0.13740458015267176,1.3893129770992367
0.7676239013671875,-0.8931297709923665,0.8549618320610687,0.9847328244274809
0.8752458095550537,3.068702290076336,-0.8778625954198473,0.6183206106870229
0.9828898906707764,-1.1603053435114503,-3.0229007633587788,-1.9312977099236641
1.0905208587646484,-2.0229007633587788,-2.885496183206107,1.3969465648854962
1.198164939880371,-2.3053435114503817,0.48091603053435117,1.6106870229007633
1.3100597858428955,-1.8091603053435115,2.282442748091603,1.0763358778625953
1.4224019050598145,-3.3435114503816794,1.7251908396946565,-1.0229007633587786
1.5347788333892822,-4.213740458015267,-2.7022900763358777,1.816793893129771
1.6471178531646729,-2.183206106870229,-0.6564885496183206,1.3893129770992367
1.7594408988952637,-0.916030534351145,2.236641221374046,0.5954198473282443
1.8718907833099365,2.3053435114503817,-0.9923664122137404,0.6870229007633588
1.984212875366211,-1.0,-3.83206106870229,0.6259541984732825
2.0965449810028076,-1.984732824427481,-1.4274809160305344,1.213740458015267
2.20886492729187,-0.8549618320610687,1.183206106870229,1.1450381679389312
2.3211798667907715,0.15267175572519084,0.09923664122137404,0.6259541984732825
2.433478832244873,-1.9465648854961832,-1.7786259541984732,0.015267175572519083
2.545801877975464,-2.366412213740458,-1.2595419847328244,1.1297709923664123
2.658149003982544,-0.6335877862595419,0.04580152671755725,1.381679389312977
2.7704808712005615,-0.09923664122137404,0.2595419847328244,0.3282442748091603
2.882826805114746,-2.7251908396946565,-0.6793893129770993,-0.48091603053435117
2.99524188041687,-5.786259541984733,0.4198473282442748,-0.1450381679389313
3.107693910598755,2.7251908396946565,-4.7251908396946565,3.4122137404580153
3.220026969909668,-1.1145038167938932,-0.5725190839694656,-0.21374045801526717
3.332345962524414,-1.4809160305343512,-3.595419847328244,0.8778625954198473
3.4446418285369873,1.5572519083969465,-3.2290076335877864,0.9618320610687023
3.5569708347320557,-5.022900763358779,0.8778625954198473,1.213740458015267
3.6692919731140137,0.3893129770992366,-0.35877862595419846,0.6183206106870229
3.781629800796509,-6.870229007633588,2.877862595419847,0.061068702290076333
3.8939249515533447,-1.717557251908397,-1.4427480916030535,0.8702290076335878
4.006313800811768,-1.6946564885496183,-1.3129770992366412,0.732824427480916
4.11873984336853,-0.648854961832061,-0.7633587786259542,1.4961832061068703
4.2310709953308105,0.3816793893129771,-0.8015267175572519,1.251908396946565
4.343387842178345,-2.732824427480916,-0.5725190839694656,1.717557251908397
4.455689907073975,-1.633587786259542,-0.648854961832061,0.183206106870229
4.568008899688721,-0.9236641221374046,-0.6717557251908397,1.0534351145038168
4.68034291267395,-1.9389312977099236,0.25190839694656486,0.06870229007633588
4.792681932449341,-2.1755725190839694,1.9465648854961832,0.648854961832061
4.905305862426758,-1.6030534351145038,0.06870229007633588,1.1908396946564885
5.017696857452393,-4.061068702290076,0.8244274809160306,0.5038167938931297
5.1300368309021,-2.404580152671756,-1.1526717557251909,-0.07633587786259542
5.242353916168213,-0.6106870229007634,-1.5114503816793894,1.0763358778625953
