"Date
(YY:MM:DD)","Time
(HH:MM:SS)","Time
(µs)","Ax
(m/s^2)","Ay
(m/s^2)","Az
(m/s^2)","Gx
(deg/s)","Gy
(deg/s)","Gz
(deg/s)"
2019-04-02,12:32:14,726878,-6.545747338867187,-0.201112939453125,6.227318518066406,-0.5114503816793893,-1.1984732824427482,0.7175572519083969
2019-04-02,12:32:15,739363,-6.517016918945312,-0.19153613281249998,6.150704064941406,-1.3282442748091603,-1.4274809160305344,0.6106870229007634
2019-04-02,12:32:16,751858,-6.53138212890625,-0.21787235107421873,6.426037255859375,-1.1755725190839694,-0.7709923664122137,0.6259541984732825
2019-04-02,12:32:17,764154,-6.536170532226562,-0.15562310791015624,6.217741711425781,-0.9923664122137404,-0.6183206106870229,0.8244274809160306
2019-04-02,12:32:18,776691,-6.586448767089843,-0.1867477294921875,6.217741711425781,-1.8778625954198473,-0.7709923664122137,0.8015267175572519
2019-04-02,12:32:19,789241,-6.528987927246093,-0.201112939453125,6.279990954589843,-1.748091603053435,-1.015267175572519,0.8015267175572519
2019-04-02,12:32:20,800763,-6.517016918945312,-0.19632453613281248,6.356605407714843,-2.6106870229007635,-0.7251908396946565,0.9541984732824428
2019-04-02,12:32:21,808909,-6.5577183471679685,-0.2059013427734375,6.222530114746093,-0.6793893129770993,-0.9389312977099237,0.6335877862595419
2019-04-02,12:32:22,820831,-6.548141540527343,-0.201112939453125,6.2009822998046875,-1.916030534351145,-1.015267175572519,0.8396946564885496
2019-04-02,12:32:23,833604,-6.4739212890625,-0.2442085693359375,6.208164904785156,-1.3587786259541985,-0.9312977099236641,0.9541984732824428
